"","schoolprogram","cutoff","quality","size","schoolname","sssdistrict","ssslong","ssslat"
"7687","50303,Technical",216,270.420289855072,69,"JACOBU SENIOR HIGH./TECH. SCHOOL, JACOBU","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7696","50304,Business",212,261.130434782609,69,"ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7703","50304,General Arts",245,273.720588235294,68,"ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7717","50304,Technical",219,255.861111111111,36,"ST. JOSEPH SENIOR HIGH./TECH. SCHOOL, AHWIREN","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7733","50305,General Arts",216,263.25,40,"BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7736","50305,Home Economics",233,245.222222222222,9,"BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7747","50305,Technical",215,254.083333333333,12,"BOSOME SENIOR HIGH/TECHNICAL SCH., ASIWA","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7756","50307,Business",277,303.172413793103,58,"WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7763","50307,General Arts",272,300.383928571429,112,"WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7766","50307,Home Economics",257,278.327586206897,58,"WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7779","50307,Visual Arts",228,262.810344827586,58,"WESLEY HIGH SCHOOL, BEKWAI","Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"7786","50401,Business",241,269.596685082873,181,"MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7793","50401,General Arts",256,282.642857142857,182,"MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7794","50401,General Science",214,259.983870967742,62,"MANSOMAN SENIOR HIGH. SCHOOL, MANSO ATWERE","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7816","50402,Business",214,247.916666666667,12,"ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7823","50402,General Arts",233,252.733333333333,15,"ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7826","50402,Home Economics",229,245.2,5,"ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7837","50402,Technical",227,246.090909090909,11,"ESAASE BONTE SENIOR HIGH/TECHNICAL SCH, E. BONTEFUFUO","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7843","50403,Agriculture",206,249.530303030303,66,"MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7846","50403,Business",219,247.390625,64,"MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7853","50403,General Arts",216,252.834951456311,103,"MANSO-ADUBIA SENIOR HIGH. SCHOOL, ADUBIA","Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785
"7873","50501,Agriculture",261,288.133333333333,45,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7876","50501,Business",211,259.511363636364,88,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7883","50501,General Arts",238,268.893939393939,132,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7884","50501,General Science",226,274.945945945946,37,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7886","50501,Home Economics",221,255.558139534884,43,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7899","50501,Visual Arts",247,266.886363636364,44,"NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7903","50502,Agriculture",324,353.239130434783,46,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7906","50502,Business",348,367.747368421053,95,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7913","50502,General Arts",364,377.779310344828,145,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7914","50502,General Science",351,373.114583333333,96,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7916","50502,Home Economics",365,376.775510204082,49,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7929","50502,Visual Arts",339,359.545454545455,44,"ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7933","50503,Agriculture",273,299.547368421053,95,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7943","50503,General Arts",289,309.655737704918,244,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7944","50503,General Science",249,286.968421052632,95,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7946","50503,Home Economics",300,316.104166666667,48,"AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7966","50504,Business",253,288.637037037037,135,"ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7973","50504,General Arts",240,274.844036697248,218,"ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7976","50504,Home Economics",241,266,46,"ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"7993","50601,Agriculture",281,303.98275862069,58,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"7996","50601,Business",273,301.912280701754,171,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8003","50601,General Arts",296,317.676646706587,167,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8004","50601,General Science",282,309.824561403509,57,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8006","50601,Home Economics",281,300.552631578947,76,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8019","50601,Visual Arts",284,302.754385964912,57,"OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8026","50602,Business",290,310.90625,96,"S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8033","50602,General Arts",298,317.372340425532,188,"S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8034","50602,General Science",294,323.065217391304,46,"S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8036","50602,Home Economics",295,312.829787234043,47,"S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8056","50603,Business",248,272.148148148148,54,"KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8063","50603,General Arts",236,269.748091603053,131,"KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8066","50603,Home Economics",241,264.28,50,"KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8083","50604,Agriculture",222,260,50,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8086","50604,Business",222,265.716981132075,53,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8093","50604,General Arts",217,264.357142857143,70,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8094","50604,General Science",236,249.5,2,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8096","50604,Home Economics",220,246.525,40,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8109","50604,Visual Arts",210,254.659574468085,47,"OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8116","50605,Business",289,310.992857142857,140,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8123","50605,General Arts",299,319.870535714286,224,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8124","50605,General Science",301,317,42,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8126","50605,Home Economics",289,303.489795918367,49,"ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8143","50606,Agriculture",259,284.016949152542,59,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8167","50606,Technical",258,274.526315789474,57,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8169","50606,Visual Arts",254,278.086206896552,58,"AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"8176","50701,Business",250,275.904347826087,115,"ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8183","50701,General Arts",275,294.821428571429,112,"ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8184","50701,General Science",249,277.789473684211,38,"ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8186","50701,Home Economics",270,290.315789473684,38,"ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8203","50702,Agriculture",263,288.017543859649,57,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8206","50702,Business",242,272.450261780105,191,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8213","50702,General Arts",268,291.928934010152,197,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8216","50702,Home Economics",272,289.372881355932,59,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8229","50702,Visual Arts",267,289.767857142857,56,"SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8236","50703,Business",212,256.758620689655,145,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8243","50703,General Arts",244,270.267015706806,191,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8244","50703,General Science",214,264.914893617021,47,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8246","50703,Home Economics",257,274.75,48,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8259","50703,Visual Arts",250,268.625,48,"ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8263","50704,Agriculture",287,309.804347826087,46,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8266","50704,Business",276,297.443661971831,142,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8273","50704,General Arts",295,313.161073825503,149,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8274","50704,General Science",288,313.5625,48,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8276","50704,Home Economics",285,299.58,50,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8289","50704,Visual Arts",292,306.531914893617,47,"ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8293","50705,Agriculture",218,253.240506329114,79,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8296","50705,Business",235,240.5,4,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8303","50705,General Arts",239,269.988304093567,171,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8306","50705,Home Economics",241,261.333333333333,57,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8317","50705,Technical",226,255.583333333333,48,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8319","50705,Visual Arts",227,245,8,"KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8333","50706,General Arts",226,226,1,"GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8336","50706,Home Economics",216,250.666666666667,18,"GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8347","50706,Technical",216,244.571428571429,14,"GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8349","50706,Visual Arts",214,246.263157894737,19,"GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8356","50707,Business",219,268.826086956522,69,"ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8363","50707,General Arts",238,274.517857142857,112,"ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8366","50707,Home Economics",227,266.925531914894,94,"ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8379","50707,Visual Arts",211,262.744186046512,43,"ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.54142010211945,6.80677843093872
"8383","50801,Agriculture",266,292.243243243243,74,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"8386","50801,Business",286,307.25974025974,77,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"8393","50801,General Arts",302,321.133928571429,112,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"8394","50801,General Science",277,305.472972972973,74,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"8396","50801,Home Economics",272,293.089743589744,78,"DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.89086854457855,7.34876441955566
"8416","50802,Business",250,276.657534246575,73,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.89086854457855,7.34876441955566
"8423","50802,General Arts",207,259.402877697842,278,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.89086854457855,7.34876441955566
"8426","50802,Home Economics",249,268.641025641026,39,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.89086854457855,7.34876441955566
"8439","50802,Visual Arts",252,271.241379310345,29,"AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.89086854457855,7.34876441955566
"8443","50803,Agriculture",238,263.691891891892,185,"NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.89086854457855,7.34876441955566
"8456","50803,Home Economics",221,259.434782608696,46,"NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.89086854457855,7.34876441955566
"8467","50803,Technical",209,254.94623655914,93,"NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.89086854457855,7.34876441955566
"8473","50804,Agriculture",214,253.333333333333,30,"ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.89086854457855,7.34876441955566
"8476","50804,Business",211,251.789473684211,19,"ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.89086854457855,7.34876441955566
"8483","50804,General Arts",220,263.558823529412,34,"ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.89086854457855,7.34876441955566
"8486","50804,Home Economics",212,246.363636363636,22,"ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.89086854457855,7.34876441955566
"8503","50901,Agriculture",211,249.4,45,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8513","50901,General Arts",217,254.149122807018,114,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8514","50901,General Science",231,265.647058823529,17,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8516","50901,Home Economics",212,254.909090909091,44,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8529","50901,Visual Arts",219,249.52,25,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8533","50902,Agriculture",237,264.909090909091,11,"SEKYEDUMASE SENIOR HIGH. SCHOOL, SEKYEDUMASE","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8536","50902,Business",233,266.928571428571,14,"SEKYEDUMASE SENIOR HIGH. SCHOOL, SEKYEDUMASE","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8543","50902,General Arts",216,265.682926829268,41,"SEKYEDUMASE SENIOR HIGH. SCHOOL, SEKYEDUMASE","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8546","50902,Home Economics",223,255.125,16,"SEKYEDUMASE SENIOR HIGH. SCHOOL, SEKYEDUMASE","Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"8566","51001,Business",267,291.173076923077,104,"AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8573","51001,General Arts",269,291.930327868852,244,"AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8574","51001,General Science",272,296.923076923077,39,"AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8593","51002,Agriculture",331,346.486486486487,37,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8596","51002,Business",335,350.853658536585,123,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8603","51002,General Arts",347,358.946902654867,113,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8604","51002,General Science",337,357.157480314961,127,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8606","51002,Home Economics",333,347.289473684211,38,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8619","51002,Visual Arts",348,363.342105263158,38,"KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8626","51003,Business",220,258.286624203822,157,"COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8633","51003,General Arts",222,252.176870748299,147,"COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8634","51003,General Science",221,261.263157894737,38,"COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8636","51003,Home Economics",238,260.975,40,"COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8653","51004,Agriculture",219,248.432432432432,37,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8663","51004,General Arts",208,249.605263157895,38,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8664","51004,General Science",221,233.5,4,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8666","51004,Home Economics",214,235.461538461538,13,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8677","51004,Technical",221,258.066666666667,15,"OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.01796305179596,6.83400392532349
"8683","51101,Agriculture",208,250.909090909091,66,"JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8693","51101,General Arts",219,258.395833333333,96,"JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8694","51101,General Science",225,263.052631578947,19,"JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8696","51101,Home Economics",208,251.704225352113,71,"JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8707","51101,Technical",222,256.857142857143,42,"JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8716","51102,Business",229,260.890243902439,82,"PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8723","51102,General Arts",242,268.852272727273,88,"PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8724","51102,General Science",242,283.583333333333,24,"PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8726","51102,Home Economics",242,266.775,40,"PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8739","51102,Visual Arts",204,253.230769230769,39,"PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8743","51103,Agriculture",213,246,14,"OFOASE SENIOR HIGH/TECHNICAL SCHOOL, OFOASE","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8753","51103,General Arts",215,270.066666666667,15,"OFOASE SENIOR HIGH/TECHNICAL SCHOOL, OFOASE","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8756","51103,Home Economics",218,258.277777777778,18,"OFOASE SENIOR HIGH/TECHNICAL SCHOOL, OFOASE","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8767","51103,Technical",232,252.0625,16,"OFOASE SENIOR HIGH/TECHNICAL SCHOOL, OFOASE","Asante Akim South (Juaso)",-1.08829259872437,6.53297996520996
"8776","51201,Business",241,271.246835443038,158,"DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8783","51201,General Arts",286,308.269565217391,115,"DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
"8784","51201,General Science",245,281.871794871795,39,"DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE","Adansi West (Obuasi)",-1.65927422046661,5.98641157150269
